Successfully saved Matrice to 2hidden_w
Successfully saved Matrice to 2hidden_w_2
Successfully saved Matrice to 2output_w_2
Successfully saved Matrice to 2hidden_b_2
Successfully saved Matrice to 2hidden_b_2
Successfully saved Matrice to 2output_b
60000; 300; 314.030282; 94.800000

